lot_id,node,demand
lot_1003,5G,0.000599913
lot_1004,4G,0.0170031
lot_1004,5G,0.000602901
lot_1005,4G,0.0170125
lot_1005,5G,0.0006071
lot_1006,4G,0.0170079
lot_1006,5G,0.0006168
lot_1007,4G,0.0169969
lot_1007,5G,0.000591734
lot_1008,4G,0.0170111
lot_1008,5G,0.000586517
lot_1009,4G,0.0169846
lot_1009,5G,0.000594979
lot_1010,4G,0.0169998
lot_1010,5G,0.000609692
lot_1011,4G,0.0169975
lot_1011,5G,0.000590762
lot_1012,4G,0.0169968
lot_1012,5G,0.000591109
lot_1013,4G,0.0169926
lot_1013,5G,0.000585929
lot_1014,4G,0.0169828
lot_1014,5G,0.000591751
lot_1015,4G,0.0169999
lot_1015,5G,0.000605996
lot_1016,4G,0.0169922
lot_1016,5G,0.000607766
lot_1017,4G,0.0170009
lot_1017,5G,0.000592359
lot_1018,4G,0.01699
lot_1018,5G,0.000584982
lot_1019,4G,0.0170075
lot_1019,5G,0.000612858
lot_1020,4G,0.017004
lot_1020,5G,0.000590378
lot_1021,4G,0.0170067
lot_1021,5G,0.000596093
lot_1022,4G,0.0169933
lot_1022,5G,0.000593118
lot_1023,4G,0.0170043
lot_1023,5G,0.000603385
lot_1024,4G,0.0170169
lot_1024,5G,0.000576948
lot_1025,4G,0.0170034
lot_1025,5G,0.000590481
lot_1026,4G,0.0170146
lot_1026,5G,0.000582382
lot_1027,4G,0.0169974
lot_1027,5G,0.000596707
lot_1028,4G,0.0170047
lot_1028,5G,0.00060775
lot_1029,4G,0.0169961
lot_1029,5G,0.000597848
lot_1030,4G,0.0169893
lot_1030,5G,0.000608704
lot_1031,4G,0.0170083
lot_1031,5G,0.000592946
lot_1032,4G,0.0169925
lot_1032,5G,0.000587932
lot_1033,4G,0.0169929
lot_1033,5G,0.00058428
lot_1034,4G,0.0170136
lot_1034,5G,0.000596014
lot_1035,4G,0.0169936
lot_1035,5G,0.000594376
lot_1036,4G,0.0170065
lot_1036,5G,0.000607976
lot_1037,4G,0.0170161
lot_1037,5G,0.000608185
lot_1038,4G,0.0170075
lot_1038,5G,0.000599419
lot_1039,4G,0.0169926
lot_1039,5G,0.000608063
lot_1040,4G,0.016996
lot_1040,5G,0.000593048
lot_1041,4G,0.016981
lot_1041,5G,0.00059799
lot_1042,4G,0.0169945
lot_1042,5G,0.000594274
lot_1043,4G,0.016991
lot_1043,5G,0.000600298
lot_1044,4G,0.0169906
lot_1044,5G,0.000595549
lot_1045,4G,0.0169955
lot_1045,5G,0.000586932
lot_1046,4G,0.0170074
lot_1046,5G,0.000596986
lot_1047,4G,0.0169988
lot_1047,5G,0.000583314
lot_1048,4G,0.017
lot_1048,5G,0.000582912
lot_1049,4G,0.0170001
lot_1049,5G,0.000581685
lot_1050,4G,0.0170027
lot_1050,5G,0.000600142
lot_1051,4G,0.0169976
lot_1051,5G,0.000599671
lot_1052,4G,0.0170139
lot_1052,5G,0.000609052
lot_1053,4G,0.016997
lot_1053,5G,0.000586147
lot_1054,4G,0.0169922
lot_1054,5G,0.00060044
lot_1055,4G,0.0170053
lot_1055,5G,0.000596955
lot_1056,4G,0.017006
lot_1056,5G,0.000609453
lot_1057,4G,0.0169993
lot_1057,5G,0.000601334
lot_1058,4G,0.0169841
lot_1058,5G,0.000595571
lot_1059,4G,0.0169886
lot_1059,5G,0.000613419
lot_1060,4G,0.0169908
lot_1060,5G,0.000586791
lot_1061,4G,0.0170038
lot_1061,5G,0.000604074
lot_1062,4G,0.0170097
lot_1062,5G,0.000603011
lot_1063,4G,0.0169839
lot_1063,5G,0.000603514
lot_1064,4G,0.0170067
lot_1064,5G,0.000577792
lot_1065,4G,0.0170033
lot_1065,5G,0.000599498
lot_1066,4G,0.0170086
lot_1066,5G,0.000604498
lot_1067,4G,0.0170276
lot_1067,5G,0.000602003
lot_1068,4G,0.0170029
lot_1068,5G,0.000599056
lot_1069,4G,0.0169983
lot_1069,5G,0.000591774
lot_1070,4G,0.0169936
lot_1070,5G,0.000607546
lot_1071,4G,0.0169947
lot_1071,5G,0.000611215
lot_1072,4G,0.0169888
lot_1072,5G,0.000593255
lot_1073,4G,0.0169837
lot_1073,5G,0.000588954
lot_1074,4G,0.0170176
lot_1074,5G,0.000580659
lot_1075,4G,0.0170125
lot_1075,5G,0.000600005
lot_1076,4G,0.0170116
lot_1076,5G,0.000603922
lot_1077,4G,0.0170094
lot_1077,5G,0.000585116
lot_1078,4G,0.016979
lot_1078,5G,0.000626499
lot_1079,4G,0.0169842
lot_1079,5G,0.00060029
lot_1080,4G,0.0169965
lot_1080,5G,0.000608722
lot_1081,4G,0.0170004
lot_1081,5G,0.000591229
lot_1082,4G,0.0170119
lot_1082,5G,0.000599577
lot_1083,4G,0.0169899
lot_1083,5G,0.000593421
lot_1084,4G,0.017006
lot_1084,5G,0.000589546
lot_1085,4G,0.0170075
lot_1085,5G,0.000591974
lot_1086,4G,0.0170175
lot_1086,5G,0.00059836
lot_1087,4G,0.0169829
lot_1087,5G,0.000604791
lot_1088,4G,0.016996
lot_1088,5G,0.000604088
lot_1089,4G,0.016989
lot_1089,5G,0.00059297
